  Labeled   attachment score: 111699 / 179886 * 100 = 62.09 %
  Unlabeled attachment score: 111699 / 179886 * 100 = 62.09 %
  Label accuracy score:       179886 / 179886 * 100 = 100.00 %

  ================================================================================

  Evaluation of the results in RBG/SPMRL/all-mvectors25-lemma.conllu
  vs. gold standard Original/all-SPMRL.conllu:

  Legend: '.S' - the beginning of a sentence, '.E' - the end of a sentence

  Number of non-scoring tokens: 26248

  The overall accuracy and its distribution over CPOSTAGs

  -----------+-------+-------+------+-------+------+-------+-------
  Accuracy   | words | right |   %  | right |   %  | both  |   %
             |       | head  |      |  dep  |      | right |
  -----------+-------+-------+------+-------+------+-------+-------
  total      | 179886 | 111699 |  62% | 179886 | 100% | 111699 |  62%
  -----------+-------+-------+------+-------+------+-------+-------
  NOUN       | 52703 | 33165 |  63% | 52703 | 100% | 33165 |  63%
  VERB       | 24121 | 11347 |  47% | 24121 | 100% | 11347 |  47%
  ADP        | 23761 | 12776 |  54% | 23761 | 100% | 12776 |  54%
  DET        | 23624 | 21087 |  89% | 23624 | 100% | 21087 |  89%
  ADJ        | 17035 | 11932 |  70% | 17035 | 100% | 11932 |  70%
  PRON       | 11437 |  7960 |  70% | 11437 | 100% |  7960 |  70%
  ADV        | 10992 |  6561 |  60% | 10992 | 100% |  6561 |  60%
  CONJ       |  8165 |  3463 |  42% |  8165 | 100% |  3463 |  42%
  .          |  3056 |   893 |  29% |  3056 | 100% |   893 |  29%
  NUM        |  2475 |  1273 |  51% |  2475 | 100% |  1273 |  51%
  PRT        |  1763 |  1000 |  57% |  1763 | 100% |  1000 |  57%
  X          |   754 |   242 |  32% |   754 | 100% |   242 |  32%
  -----------+-------+-------+------+-------+------+-------+-------


  The overall error rate and its distribution over CPOSTAGs

  -----------+-------+-------+------+-------+------+-------+-------
  Error      | words | head  |   %  |  dep  |   %  | both  |   %
  Rate       |       | err   |      |  err  |      | wrong |
  -----------+-------+-------+------+-------+------+-------+-------
  total      | 179886 | 68187 |  38% |     0 |   0% |     0 |   0%
  -----------+-------+-------+------+-------+------+-------+-------
  NOUN       | 52703 | 19538 |  37% |     0 |   0% |     0 |   0%
  VERB       | 24121 | 12774 |  53% |     0 |   0% |     0 |   0%
  ADP        | 23761 | 10985 |  46% |     0 |   0% |     0 |   0%
  DET        | 23624 |  2537 |  11% |     0 |   0% |     0 |   0%
  ADJ        | 17035 |  5103 |  30% |     0 |   0% |     0 |   0%
  PRON       | 11437 |  3477 |  30% |     0 |   0% |     0 |   0%
  ADV        | 10992 |  4431 |  40% |     0 |   0% |     0 |   0%
  CONJ       |  8165 |  4702 |  58% |     0 |   0% |     0 |   0%
  .          |  3056 |  2163 |  71% |     0 |   0% |     0 |   0%
  NUM        |  2475 |  1202 |  49% |     0 |   0% |     0 |   0%
  PRT        |  1763 |   763 |  43% |     0 |   0% |     0 |   0%
  X          |   754 |   512 |  68% |     0 |   0% |     0 |   0%
  -----------+-------+-------+------+-------+------+-------+-------


  Precision and recall of DEPREL

  ----------------+------+---------+--------+------------+---------------
  deprel          | gold | correct | system | recall (%) | precision (%) 
   67  NK *NK* / NK *NK* OC 
   67  -- *PAR* -- / *PAR* -- 
   67  det *obj.p* dep_cpd dep_cpd / det *obj.p* dep_cpd 
   67  *NK* / *NK* OC 
   66  *MNR* NK / SB *MNR* NK 
   66  ** -- / ** RC 
   66  *mod* / mod *mod* mod 
   66  NK *SB* / NK *SB* MO 
   66  *SS* ET / *SS* 
   65  *PA* ET / *PA* 
   64  *MO* CC / *MO* 
   64  ** root / ** mod.rel 
   64  det *obj.p* / det *obj.p* coord 
   64  DET *ATT* / DET *ATT* OBL 
   64  *adjunct* adjunct / *adjunct* 
   64  *obj.p* dep_cpd dep_cpd / *obj.p* dep_cpd 
   64  *SB* RE / *SB* 
   63  *mod* / dep *mod* 
   63  *NK* / *NK* SVP 
   62  *dep_cpd* / mod *dep_cpd* obj.p 
   62  *mod* obj.cpl / *mod* 
   61  *JU* / *JU* -- 
   60  det *suj* dep_cpd / det *suj* 
   60  *MNR* NK / OA *MNR* NK 
   60  *dep* obj.p / suj *dep* obj.p 
   60  *PNC* / PNC *PNC* 
   58  *suj* dep_cpd / *suj* 
   58  NK NK *NK* AG / NK NK *NK* 
   58  det *obj.p* mod.rel / det *obj.p* 
   58  *mod* / dep_cpd *mod* 
   58  NK *OA* / *OA* 
   57  ** -- -- / ** -- 
   57  *obj.p* mod.rel / *obj.p* 
   57  ** root / ** obj.p 
   56  *MO* RE / *MO* 
   56  conjunct conjunct / 
   56  det *obj.p* dep dep / det *obj.p* dep 
   56  *dep* obj.p / *dep* dep_cpd 
   55  det *obj* / det *obj* mod 
   55  *MO* NK / *MO* NK NK 
   55  det *obj.p* dep_cpd / det *obj.p* 
   55  NK *SB* / *SB* 
   54  *CD* CJ / *CD* CJ OC 
   54  PNC *SB* / *SB* 
   53  *mod* mod / *mod* 
   53  *CD* CJ / *CD* OC 
   53  det *obj* mod dep / det *obj* 
   53  SB *--* OC / SB *--* MO OC 
   53  *--* NK / *--* PNC 
   52  -- *--* -- / *--* -- 
   52  *NK* / *NK* MNR 
   52  *NE* / *NE* ATT 
   52  *MO* MO / *MO* 
   52  *CD* CJ / *CD* MO CJ 
   51  NK *AG* / NK *AG* MO 
   51  ** pred / ** adjunct 
   51  *CJ* / *CJ* PA 
   51  DT *PA* ET / DT *PA* 
   51  *det* dep_cpd / *det* mod 
   50  *ATT* / *ATT* ATT 
   50  NK NK *SB* / NK *SB* 
   50  -- *APP* -- / *APP* -- 
   50  det / dep_cpd det 
   49  ** pred / ** conjunct 
   48  *CD* CJ / *CD* MO 
   48  det *suj* mod dep / det *suj* 
   48  *CONJ* COORD / *CONJ* 
   48  DT *PA* / *PA* 
   48  MO *PD* / *PD* 
   47  *CONJ* ATT / *CONJ* 
   47  *OA* MNR / *OA* 
   47  *obj* obj.cpl / *obj* 
   47  *mod* / *mod* ponct 
   47  ** -- / ** JU 
   46  det *obj.p* / det *obj.p* dep 
   46  NK NK *SB* MNR / NK NK *SB* 
   46  *obj.p* mod mod / *obj.p* 
   46  *aux.pass* / *aux.pass* root 
   46  NG *MO* / *MO* 
   46  *PNC* / *PNC* CJ 
   46  *aux.pass* / *aux.pass* obj 
   46  / -- 
   46  *CP* / *CP* SB OC 
   45  NK NK *SB* AG / NK NK *SB* 
   45  *SB* / *SB* MO 
   45  DET *ATT* / DET *ATT* ATT 
   45  *det* dep_cpd / ponct *det* 
   45  det *obj.p* mod mod / det *obj.p* 
   45  *NE* / *NE* SUBJ 
   44  RE *MO* / *MO* 
   44  *CD* CJ / *CD* PNC 
   44  *NK* / *NK* CD 
   44  det *mod* mod / det *mod* 
   44  det *obj.p* dep / det *obj.p* 
   44  AC *MO* NK / *MO* NK 
   44  *NK* / *NK* OA 
   44  *MNR* NK / *MNR* PNC 
   44  *ATT* / DET *ATT* 
   44  *CJ* / *CJ* OC 
   43  *CJ* CJ / *CJ* 
   43  *NK* / *NK* -- 
   43  / mod 
   42  *NE* / *NE* COORD 
   42  *obj.p* / *obj.p* ponct 
   42  *MO* NK / MO *MO* 
   42  *MO* NK / *MO* NK AG 
   42  MO *OC* / *OC* OC 
   41  MO MO *NK* / *NK* 
   41  *OP* NK / *OP* 
   41  *MNR* NK / -- *MNR* NK 
   40  *dep* obj.p / *dep* obj.p coord 
   40  *OP* RE / *OP* 
   40  *PNC* / SB *PNC* 
   40  *mod* dep_cpd dep_cpd dep_cpd obj.p / *mod* dep_cpd 
   39  DET *ATT* / DET *ATT* SUBJ 
   39  *aux.tps* / mod *aux.tps* root 
   39  *mod* / dep.coord *mod* 
   39  *NK* / *NK* SB 
   39  *AG* / *AG* SB 
   38  *DT* / *DT* PA 
   38  NK NK *OA* MNR / NK NK *OA* 
   38  ** -- / ** SB 
   38  *CJ* / *CJ* MO 
   38  *coord* dep.coord / *coord* mod 
   38  ** / ** conjunct 
   38  *dep.coord* obj.p / coord *dep.coord* obj.p 
   38  NK *OA* / NK *OA* MO 
   38  *CONJ* / *CONJ* ROOT 
   38  *SB* MNR / *SB* 
   38  OC *OC* / *OC* RC 
   38  ** -- / ** RE 
   38  det *suj* mod mod / det *suj* 
   38  *dep_cpd* / *dep_cpd* ponct 
   38  *NK* / SB *NK* 
   38  *a_obj* obj.p / mod *a_obj* obj.p 
   37  CJ *CD* / *CD* NK 
   37  *CP* / *CP* RE 
   37  *PNC* / *PNC* -- 
   37  ATT *COORD* / *COORD* 
   37  / NE 
   37  *MO* NK / AG *MO* NK 
   37  *dep.coord* / *dep.coord* coord 
   37  ** -- -- -- / ** -- 
   37  NK NK *OA* / NK *OA* 
   37  NK *AG* / NK *AG* MNR 
   37  NE *NE* / *NE* ATT 
   37  ** root / ** 
   36  CJ *PA* CJ / *PA* CJ 
   36  *dep_cpd* / *dep_cpd* obj.cpl 
   36  *NG* MO / *NG* 
   36  *CONJ* / *CONJ* ATT 
   36  NK *APP* / NK *APP* -- CJ 
   36  *PA* IF / *PA* 
   36  NK *NK* / NK *NK* SVP 
   36  *dep* dep_cpd dep_cpd obj.p / *dep* dep_cpd 
   36  CP SB OC *MO* / *MO* 
   35  *AC* / *AC* MO 
   35  -- *CJ* -- / *CJ* -- 
   35  *SB* NK / *SB* PNC 
   35  det *obj* mod.rel / det *obj* 
   34  *mod* dep_cpd dep_cpd obj.p / *mod* 
   34  *CONJ* / *CONJ* COORD 
   34  *aux.pass* / suj *aux.pass* root 
   34  MS *ROOT* +F / *ROOT* +F 
   34  *MO* / NG *MO* 
   34  *CM* / *CM* MO 
   34  NK *SB* NK / NK *SB* 
   34  *MO* NK / *MO* PNC 
   33  *mod* / det *mod* 
   33  *coord* mod dep.coord / *coord* dep.coord 
   33  *dep* obj.p / obj *dep* obj.p 
   33  *dep* obj.cpl / *dep* 
   33  *--* APP CJ / *--* APP 
   33  *CJ* / *CJ* -- 
   33  *complm* / *complm* comp_fin 
   33  NK *NK* AG MNR / NK *NK* 
   33  *adjunct* / adjunct *adjunct* 
   33  ** ROOT / ** CONJ 
   33  det *suj* dep_cpd dep_cpd / det *suj* dep_cpd 
   33  det *obj.p* dep / dep_cpd *obj.p* dep 
   33  NK *--* / NK *--* -- -- 
   33  *NK* RC / *NK* 
   33  *CONJ* COORD / *CONJ* ATT 
   33  / ATT 
   33  ATT ATT *OBL* / ATT *OBL* 
   32  ** root / ** dep_cpd 
   32  *CONJ* COORD / *CONJ* NE 
   32  NK *NK* RC / NK *NK* 
   32  det dep / dep_cpd dep 
   32  det *obj.p* / dep_cpd *obj.p* 
   32  *NK* / AG *NK* 
   32  NK *AG* MNR / NK *AG* 
   32  PNC *NK* / *NK* -- PAR 
   32  *PNC* / *PNC* AG 
   32  det *suj* mod.rel / det *suj* 
   31  det *suj* dep dep / det *suj* dep 
   31  det *suj* dep mod / det *suj* dep 
   31  MO *OC* / *OC* 
   31  *obj.p* mod dep / *obj.p* 
   31  *mod* mod.rel / *mod* 
   31  *NK* / *NK* PAR 
   31  CM *CC* / *CC* 
   31  *adjunct* comp / *adjunct* 
   30  *obj.p* mod mod / *obj.p* mod 
   30  NK NK *OA* AG / NK NK *OA* 
   30  NK NK *NK* / NK NK *NK* MO 
   30  NK *AG* NK / NK *AG* 
   30  det *obj* dep_cpd dep_cpd / det *obj* dep_cpd 
   30  *ATT* / MODE *ATT* 
   30  *aux.tps* / mod suj *aux.tps* root 
   30  *ROOT* MS / *ROOT* 
   30  *a_obj* obj.p / *a_obj* 
   30  *CP* / *CP* SB 
   29  NE *SUBJ* / *SUBJ* 
   29  det *obj.p* dep mod / det *obj.p* dep 
   29  -- *NK* / *NK* 
   29  *SB* AG / *SB* 
   29  DT *SS* ET / DT *SS* 
   29  *dep_cpd* / dep_cpd *dep_cpd* obj.p 
   29  ATT *MODE* / *MODE* ATT 
   29  *--* SB OC / MO *--* SB OC 
   29  *ATT* / *ATT* SUBJ 
   29  det *obj* dep_cpd / det *obj* 
   29  ATT ATT *OBJ* / ATT *OBJ* 
   29  *obj* obj.p / *obj* 
   29  ** pred / ** aux 
   29  MO *CJ* / *CJ* 
   29  NK *NK* NK / NK *NK* 
   28  ** -- / ** MNR 
   28  *OP* NK / MO *OP* NK 
   28  adjunct *comp* adjunct / adjunct *comp* 
   28  NK *SB* RC / NK *SB* 
   28  det *dep.coord* mod / det *dep.coord* 
   28  *CD* CJ / *CD* CJ AG 
   28  MO *MO* NK / MO *MO* 
   28  ** -- / ** PNC 
   28  *obj* dep / *obj* 
   28  *CJ* / NK *CJ* CD 
   28  *coord* dep.coord / *coord* aux.tps 
   28  det *obj* dep dep / det *obj* dep 
   28  mod suj aux.tps *root* obj / *root* obj 
   28  *PG* NK / *PG* PNC 
   28  DT *SS* / *SS* 
   28  MODE *ATT* / *ATT* 
   27  ** -- / ** 
   27  *coord* dep.coord / *coord* dep.coord mod 
   27  MO OA *OC* / OA *OC* 
   27  *MNR* NK / NK *MNR* NK 
   27  NK NK *NK* MNR / NK NK *NK* 
   27  *obj.p* obj / mod *obj.p* obj 
   27  PNC *CJ* / *CJ* 
   27  *AG* / *AG* NK 
   27  MO *SB* / *SB* 
   27  *NK* NK / *NK* 
   27  *adjunct* / subj *adjunct* 
   27  MO NK *SB* / NK *SB* 
   27  ** root / ** dep 
   27  det / dep_cpd ponct 
   27  ** coord / ** conjunct 
   26  ** -- / ** PAR 
   26  *AA* PA / *AA* 
   26  *de_obj* obj.p / *de_obj* 
   26  *obj.p* / *obj.p* obj.p 
   26  MO MO *NK* / MO *NK* 
   26  *NE* / DET *NE* NE 
   26  *dep_cpd* / dep_cpd *dep_cpd* mod 
   26  ATT *MODE* / *MODE* 
   26  ** -- / ** PD 
   26  DET ATT *ATT* / DET ATT *ATT* OBL 
   26  *CP* / *CP* MO OC 
   26  *dep.coord* obj.p / mod *dep.coord* obj.p 
   26  DET *ATT* / DET *ATT* OBJ 
   25  *dep* obj.p / suj *dep* 
   25  det *obj* mod mod / det *obj* 
   25  det *obj* dep mod / det *obj* dep 
   25  DET *OBL* / DET *OBL* ATT 
   25  ** ROOT / ** COORD 
   25  / dep_cpd 
   25  MO *NG* / *NG* 
   25  NK *NK* / NK *NK* MNR 
   25  *MO* NK CD / *MO* NK 
   25  det *obj.p* mod dep / det *obj.p* mod 
   25  *NMC* / MO *NMC* 
   25  *obj.p* dep dep / *obj.p* dep 
   24  DET *ATT* / DET *ATT* COORD 
   24  *MODE* / MODE *MODE* 
   24  det mod *obj* dep / det mod *obj* 
   24  NK *NK* / NK *NK* CD 
   24  det / dep_cpd mod 
   24  *mod* obj.p coord / *mod* obj.p 
   24  *UC* / UC *UC* 
   24  ** ROOT-VAN-PRED / ** ATT 
   24  *NK* / *NK* PD 
   24  *mod* dep_cpd dep_cpd / *mod* 
   24  *OBL* / *OBL* OBL 
   24  *ATT* / TLOCY *ATT* 
   24  *MO* NK / DA *MO* NK 
   24  *CJ* / *CJ* MNR 
   24  MO MO *OC* / MO *OC* 
   24  *MO* NK / SB *MO* 
   24  NE *ATT* / *ATT* 
   24  *dep.coord* / *dep.coord* mod 
   24  OC *OC* / *OC* OC 
   23  *OO* ET / *OO* 
   23  *DT* / *DT* SS 
   23  det *obj.p* dep mod.rel / det *obj.p* dep 
   23  *dep_cpd* / dep *dep_cpd* 
   23  *PNC* / NK *PNC* 
   23  adjunct *adjunct* / *adjunct* 
   23  DET *ATT* / DET *ATT* MODE 
   23  *dep* obj.p / *dep* mod 
   23  ATT ATT *SUBJ* / ATT *SUBJ* 
   23  det *suj* / mod det *suj* 
   23  MO MO *OC* / *OC* OC 
   23  CP SB OC *OC* / *OC* 
   23  MO *MO* NK / *MO* 
   23  *PD* / MO *PD* 
   23  NK *CJ* AG / NK *CJ* 
   23  *mod* dep_cpd dep / *mod* 
   23  det *dep.coord* / det *dep.coord* coord 
   23  *PD* AG / *PD* 
   23  *NK* CD / *NK* 
   22  *NK* / OA *NK* 
   22  *MODE* / TLOCY *MODE* 
   22  DET *SUBJ* / DET *SUBJ* OBL 
   22  *MNR* NK / CJ *MNR* NK 
   22  MS *ROOT* MS / *ROOT* MS 
   22  *ats* dep / *ats* 
   22  *HD* / *HD* PA 
   22  NK *NK* / NK *NK* OA 
   22  *COORD* COORD / *COORD* 
   22  *dep* / *dep* det 
   22  / NK 
   22  conjunct *pred* conjunct / *pred* conjunct 
   22  NK *PD* AG / NK *PD* 
   22  *obj.p* obj / *obj.p* obj mod 
   22  SBP *NK* / *NK* 
   22  *suj* mod mod / *suj* 
   22  *NE* / DET *NE* ATT 
   22  *aux.tps* / *aux.tps* root 
   22  *suj* mod mod mod / *suj* 
   22  SB OC *RC* / SB *RC* 
   22  ** ROOT / ** ET 
   22  *SB* RC / *SB* 
   22  NK *OA* / NK *OA* SVP 
   22  *MNR* NK / *MNR* NK AG 
   22  / root 
   22  *ET* PA / *ET* DT 
   22  *obj.p* / *obj.p* dep.coord 
   22  ** -- / ** RS 
   22  DT *OO* ET / DT *OO* 
   22  *obj.p* / *obj.p* mod.rel 
   22  adjunct *subj* adjunct / adjunct *subj* 
   22  NK *NK* / NK *NK* CJ 
   21  *mod* / root *mod* 
   21  *NK* CC / *NK* CM 
   21  *obj.p* mod dep / *obj.p* mod 
   21  *mod* dep_cpd dep_cpd dep_cpd / *mod* dep_cpd 
   21  *MO* NK / NG *MO* NK 
   21  *aux.tps* / suj *aux.tps* mod.rel 
   21  NK *NK* / MO NK *NK* 
   21  *p_obj* obj.p / *p_obj* 
   21  *conjunct* / *conjunct* conjunct 
   21  *JU* / *JU* CP 
   21  OBL DET *OBL* / DET *OBL* 
   21  *dep.coord* obj.p / *dep.coord* obj.p coord 
   21  *ATT* / *ATT* OBJ 
   21  *MO* / NK *MO* 
   21  *--* / *--* -- -- 
   21  *obj.p* / *obj.p* arg 
   21  *NK* PG / *NK* 
   21  *OA* AG / *OA* 
   20  *obj.p* / *obj.p* aux.tps 
   20  NK *DA* AG / NK *DA* 
   20  NK *SB* NK / NK *SB* PNC 
   20  NK NK *SB* NK / NK NK *SB* PNC 
   20  *MO* NK AC / *MO* NK 
   20  NK *AG* AG / NK *AG* 
   20  *mod* obj.p / mod *mod* 
   20  *coord* dep.coord dep.coord / *coord* dep.coord 
   20  *aux.tps* / *aux.tps* mod 
   20  *obj.p* / *obj.p* obj 
   20  DET *SUBJ* / DET *SUBJ* ATT 
   20  *CP* / *CP* MO MO 
   20  PNC *--* / *--* 
   20  *dep_cpd* / obj *dep_cpd* 
   20  det *suj* dep_cpd dep_cpd dep / det *suj* dep_cpd 
   20  MO *OC* / SB *OC* 
   20  *ATT* / *ATT* MODE 
   20  det *ats* dep / det *ats* 
   20  *OBL* / *OBL* ATT 
   20  *conjunct* adjunct / *conjunct* 
   20  *dep_cpd* / obj.p *dep_cpd* mod 
   20  *obj* obj.cpl / *obj* mod 
   20  NE *ATT* / *ATT* SUBJ 
   20  *MO* NK / -- *MO* NK 
   20  det *obj.p* / det *obj.p* aux.tps 
   20  *OA* / *OA* MO 
   20  *MO* / *MO* SB 
   19  NMC *NK* / *NK* 
   19  *pd* adjunct / *pd* 
   19  mod *ats* / *ats* 
   19  *obj* obj.cpl / *obj* aux.pass 
   19  *SBP* NK / NK *SBP* NK 
   19  *obj* obj.cpl / *obj* aux.tps 
   19  ** -- / ** NK 
   19  *aux.tps* / suj *aux.tps* aux.pass 
   19  *mod* obj.p / dep_cpd *mod* obj.p 
   19  NK NK *SB* / NK NK *SB* MO 
   19  NK *NK* / NK *NK* PD 
   19  CD *NK* / *NK* 
   19  *mod* dep / *mod* 
   19  NK *PD* MNR / NK *PD* 
   19  DET ATT *ATT* / DET ATT *ATT* SUBJ 
   19  *OA* / SB *OA* 
   19  *NK* CC / *NK* 
   19  *OC* / *OC* OC 
   19  NE *NE* / *NE* NE 
   19  *ET* PA / *ET* CJ 
   19  det *obj.p* / det *obj.p* root 
   19  *dep* obj.p / mod *dep* 
   19  *obj.p* dep mod / *obj.p* dep 
   19  *NK* / *NK* RC 
   19  *adjunct* / *adjunct* adjunct 
   19  det *ats* mod / det *ats* 
   19  ** ROOT / ** INF 
   19  OBJ *ATT* / *ATT* 
   19  CJ *CD* / *CD* 
   19  *ats* / mod *ats* 
   19  *dep_cpd* / mod *dep_cpd* dep_cpd 
   19  SB *--* OC / SB *--* MO MO OC 
   18  *conjunct* / *conjunct* adjunct 
   18  OA *OC* / *OC* 
   18  conjunct *coord* conjunct / *coord* conjunct 
   18  ATT *OBL* / *OBL* ATT 
   18  CP SB OC *RE* / *RE* 
   18  / ponct 
   18  *mod* dep_cpd / mod *mod* 
   18  NK *SB* PG / NK *SB* 
   18  *NK* / *NK* PNC 
   18  *MO* CC / *MO* CM 
   18  *NK* / *NK* APP 
   18  *dep_cpd* / *dep_cpd* suj 
   18  NK *NK* MNR / *NK* 
   18  NK *NK* OC / NK *NK* 
   18  *obj.p* / *obj.p* suj 
   18  det *mod* / det *mod* mod 
   18  NK NK *SB* NK / NK NK *SB* 
   18  *PA* UA / *PA* 
   18  *subj* comp / *subj* 
   18  AMS *MO* / *MO* 
   18  mod suj *root* obj / suj *root* obj 
   18  det / det mod 
   18  *OP* NK / SB *OP* NK 
   18  *MO* / *MO* OA 
   18  NK *OA* RC / NK *OA* 
   18  *dep* obj.p / root *dep* obj.p 
   18  *comp* comp / *comp* 
   18  det *obj.p* / dep_cpd *obj.p* mod 
   18  conjunct *comp* conjunct / *comp* conjunct 
   18  *mod* / *mod* obj.p 
   18  *de_obj* obj.p coord / *de_obj* obj.p 
   17  *a_obj* obj.p coord / *a_obj* obj.p 
   17  *obj.p* dep_cpd mod / *obj.p* 
   17  det *obj.p* / det *obj.p* mod.rel 
   17  *de_obj* obj.p / mod *de_obj* obj.p 
   17  ATT *ATT* / *ATT* OBL 
   17  *obj* mod.rel / *obj* 
   17  *mod* obj.p / *mod* dep_cpd 
   17  NK *SB* AG APP / NK *SB* 
   17  CM NK *CC* / NK *CC* 
   17  DET *OBJ* / DET *OBJ* ATT 
   17  *aux.pass* / suj *aux.pass* obj.cpl 
   17  *mod* dep_cpd dep_cpd dep_cpd / *mod* 
   17  *NK* / *NK* SBP 
   17  *mod* / ponct *mod* 
   17  OC PM *OC* / PM *OC* 
   17  *CJ* NK / *CJ* NMC 
   17  *MO* NK MO / *MO* NK 
   17  AG *SB* / *SB* 
   17  CM *CC* NK / *CC* NK 
   17  MO MO *OC* / *OC* 
   17  *dep_cpd* / *dep_cpd* det 
   17  / OBL 
   17  det *root* mod / det *root* 
   17  NK NK *AG* MNR / NK NK *AG* 
   17  DET ATT *ATT* / DET ATT *ATT* ATT 
   17  *mod* obj.p / *mod* mod 
   17  DET ATT *ATT* / DET ATT *ATT* OBJ 
   17  AA *DT* / *DT* 
   16  NK *OA* OC / NK *OA* 
   16  *MO* / *MO* CP 
   16  suj aux.tps *root* obj / *root* obj 
   16  *SB* MO / *SB* 
   16  *dep* obj.p / dep.coord *dep* obj.p 
   16  *dep_cpd* / *dep_cpd* aux.tps 
   16  *OA* PA / *OA* 
   16  AA *SP* / *SP* 
   16  *AC* / *AC* MO NK 
   16  *ats* de_obj / *ats* 
   16  *MO* NK / CJ *MO* NK 
   16  NK *OA* OP / NK *OA* 
   16  *dep_cpd* / dep *dep_cpd* obj.p 
   16  NK *AG* / NK *AG* OC 
   16  NE *COORD* / *COORD* 
   16  *MNR* NK / *MNR* CJ 
   16  MO NMC *NK* / NMC *NK* 
   16  *NE* / *NE* NE 
   16  det / det dep 
   16  *SVP* / *SVP* CD 
   16  PNC PNC *NK* / *NK* 
   16  *mod* obj.p / obj *mod* obj.p 
   16  OC *OC* / *OC* MO 
   16  *PD* / NG *PD* 
   16  *coord* dep.coord / *coord* obj.p 
   16  *SB* PG / *SB* 
   16  NK *NK* NK / NK *NK* -- NK 
   16  PUNCT *APPEND* PUNCT / *APPEND* 
   16  *CJ* / *CJ* NK 
   16  OBL *MODE* / *MODE* 
   16  *OA* / MO *OA* 
   15  DET ATT *OBL* / DET ATT *OBL* ATT 
   15  *AA* HD HD PA / *AA* HD 
   15  *SVP* / MO *SVP* 
   15  NK *AG* / NK *AG* CJ 
   15  MO NK *SB* AG / NK *SB* 
   15  *ats* a_obj / *ats* 
   15  *obj.p* / *obj.p* root 
   15  *OA* IF / *OA* 
   15  NK NK *AG* NK / NK NK *AG* 
   15  det *obj.p* / det *obj.p* obj.p 
   15  *ats* mod / *ats* 
   15  conjunct *adjunct* conjunct / *adjunct* conjunct 
   15  NK *OA* / SB NK *OA* 
   15  det *obj.p* dep_cpd mod / det *obj.p* 
   15  CM *MO* / *MO* 
   15  NE *ATT* / *ATT* ATT 
   15  *COORD* / *COORD* ATT 
   15  *dep_cpd* / *dep_cpd* obj 
   15  *CONJ* / *CONJ* OBL 
   15  NK *AG* / NK *AG* SVP 
   15  *ats* / *ats* obj 
   15  *CJ* / *CJ* RC 
   15  NK *SB* / MO NK *SB* 
   15  det *obj.p* / det *obj.p* suj 
   15  det *obj.p* dep coord / det *obj.p* dep 
   15  *dep* obj.p / *dep* det obj.p 
   15  NK *NK* NK / NK *NK* PNC 
   15  SB *--* OC / SB *--* OC CP 
   15  *SB* / *SB* OA 
   15  *dep.coord* obj.p / *dep.coord* 
   15  NK *AG* / NK *AG* APP 
   15  MO MO *PD* / MO *PD* 
   15  NK *AG* / NK *AG* CD 
   15  *MO* / *MO* -- 
   15  SB *--* OC / SB *--* MO 
   15  det *dep.coord* / det *dep.coord* dep 
   15  ** -- / ** CP 
   14  *SB* / MO *SB* 
   14  DET ATT *OBL* / ATT *OBL* 
   14  *CJ* / *CJ* SS 
   14  *det* / *det* obj 
   14  *AA* UA / *AA* 
   14  *PNC* / NK *PNC* NK 
   14  NK NK *PD* AG / NK NK *PD* 
   14  det mod *mod* mod / det mod *mod* 
   14  AG *NK* / *NK* 
   14  MO *OC* / SB *OC* OC 
   14  *obj.p* / ponct *obj.p* ponct 
   14  *obj.p* dep_cpd dep_cpd dep / *obj.p* dep_cpd 
   14  SS *ROOT* VG / SS *ROOT* 
   14  PNC *NK* PAR / *NK* -- PAR 
   14  *MNR* NK / APP *MNR* NK 
   14  *mod* dep_cpd dep_cpd obj.cpl / *mod* dep_cpd 
   14  NK *OA* AG MNR / NK *OA* 
   14  CM *MO* NK / *MO* NK 
   14  *subj* app / *subj* 
   14  NK *NK* AG / NK *NK* OC 
   14  det *suj* dep coord / det *suj* dep 
   14  *--* SB OC / MO *--* OC 
   14  ATT *MODE* / *MODE* SUBJ 
   14  NK NK *AG* / NK NK *AG* MO 
   14  NK *AG* RC / NK *AG* 
   14  PUNCT *APPEND* PUNCT / *APPEND* PUNCT 
   14  *mod* obj.p arg / *mod* obj.p 
   14  *CM* / *CM* OC 
   14  ATT *MODE* / *MODE* OBL 
   14  *NE* / *NE* COORD CONJ 
   14  *mod* mod dep / *mod* 
   14  *adjunct* comp / *adjunct* conjunct 
   14  det mod *obj.p* / det mod *obj.p* mod 
   14  ** -- / ** CJ 
   14  MO *OA* / *OA* 
   14  NK *AMS* / NK *AMS* MO 
   14  *ATT* / *ATT* COORD 
   14  NK *SB* OC / NK *SB* 
   14  DET NE *OBL* / *OBL* 
   14  *dep_cpd* / det obj.p *dep_cpd* 
   14  *p_obj* obj.p coord / *p_obj* obj.p 
   14  det *obj.p* dep ponct mod ponct / det *obj.p* dep 
   14  *dep* obj.p dep / *dep* obj.p 
   14  NK *NK* / NK *NK* APP 
   14  det *obj* dep dep / det *obj* 
   13  mod *obj.p* mod / mod *obj.p* 
   13  ** pred / ** aglt 
   13  *SB* NK PAR / *SB* PNC 
   13  NK *AG* / NK *AG* PD 
   13  *dep.coord* / *dep.coord* dep 
   13  NK *NK* MNR MNR / NK *NK* MNR 
